Action, Reward , Loss, Remaining length, Punto objetivo
############# EPISODIO 0#################
Punto Encontrado numero: 0
2, 19.251208984923995, 0, 20.748791015076005,[-17.   8. -11.],[-4.310532569885254, 2.0978851318359375, -4.6559157371521]
5, 24.634293094326555, 0, 15.365706905673445,[-17.   8. -11.],[-5.320765018463135, 2.8100595474243164, -5.424240589141846]
7, 26.056216271649607, 0, 13.943783728350393,[-17.   8. -11.],[-6.277928829193115, 3.587670087814331, -5.882082939147949]
1, 27.326226272827142, 0, 12.673773727172858,[-17.   8. -11.],[-7.2384934425354, 4.3699564933776855, -6.552277565002441]
1, 28.675404599272618, 0, 11.324595400727384,[-17.   8. -11.],[-8.15177059173584, 5.115473747253418, -7.494295120239258]
1, 30.05507053478843, 0, 9.944929465211569,[-17.   8. -11.],[-9.055059432983398, 5.854254722595215, -8.73658561706543]
1, 31.46481704485451, 0, 8.53518295514549,[-17.   8. -11.],[-9.957599639892578, 6.593869209289551, -10.28881549835205]
2, 32.78346412549557, 0, 7.2165358745044275,[-17.   8. -11.],[-10.881936073303223, 7.407153606414795, -12.204113006591797]
2, 33.73644979343353, 0, 6.263550206566474,[-17.   8. -11.],[-11.796172142028809, 8.376472473144531, -14.429494857788086]
1, 33.756363969766696, 0, 6.243636030233306,[-17.   8. -11.],[-12.682147979736328, 9.420555114746094, -16.897138595581055]
6, 32.5543256505258, 0, 7.4456743494742,[-17.   8. -11.],[-13.584015846252441, 10.437017440795898, -19.23634910583496]
1, 30.756329282228506, 0, 9.243670717771494,[-17.   8. -11.],[-14.453564643859863, 11.313400268554688, -21.704723358154297]
6, 28.508522438899643, 0, 11.491477561100357,[-17.   8. -11.],[-15.339447021484375, 12.162158966064453, -24.04190444946289]
1, 26.209703588313708, 0, 13.79029641168629,[-17.   8. -11.],[-16.198209762573242, 12.880866050720215, -26.516056060791016]
1, 23.714616471463877, 0, 16.285383528536123,[-17.   8. -11.],[-17.0522403717041, 13.59896183013916, -29.284282684326172]
1, 20.877602244693765, 0, 19.122397755306235,[-17.   8. -11.],[-17.892864227294922, 14.306855201721191, -32.31126403808594]
1, 17.757167357441283, 0, 22.242832642558717,[-17.   8. -11.],[-18.733116149902344, 15.015783309936523, -35.63945770263672]
6, 14.322621182818132, 0, 25.677378817181868,[-17.   8. -11.],[-19.589677810668945, 15.692686080932617, -38.8778190612793]
7, 10.96456223997522, 0, 29.03543776002478,[-17.   8. -11.],[-20.4412899017334, 16.27017593383789, -41.81632614135742]
7, 7.908190406041101, 0, 32.0918095939589,[-17.   8. -11.],[-21.284284591674805, 16.840675354003906, -44.44089126586914]
6, 5.145935045779275, 0, 34.854064954220725,[-17.   8. -11.],[-22.097715377807617, 17.349273681640625, -46.704532623291016]
8, 2.7413195309467966, 0, 37.2586804690532,[-17.   8. -11.],[-22.9362735748291, 17.82513999938965, -48.750736236572266]
2, 0.5425443500715446, 0, 39.457455649928455,[-17.   8. -11.],[-23.746219635009766, 18.43807029724121, -50.938472747802734]
1, -1.827579374390318, 0, 41.82757937439032,[-17.   8. -11.],[-24.55202293395996, 19.148345947265625, -53.41511154174805]
############# EPISODIO 1#################
Punto Encontrado numero: 0
1, 20.041719912858817, 0, 19.958280087141183,[ 6. 19. -1.],[0.3813892900943756, 1.201664686203003, -2.1176066398620605]
5, 21.302444789404063, 0, 18.697555210595937,[ 6. 19. -1.],[0.6105119585990906, 1.9708720445632935, -2.2802023887634277]
1, 22.09255187283138, 0, 17.90744812716862,[ 6. 19. -1.],[0.8338562846183777, 2.827287197113037, -2.6966540813446045]
2, 22.937634531976986, 0, 17.062365468023014,[ 6. 19. -1.],[1.0568053722381592, 3.7288832664489746, -3.430039644241333]
6, 23.76586090701881, 0, 16.23413909298119,[ 6. 19. -1.],[1.2838305234909058, 4.693763256072998, -3.974858522415161]
1, 24.64550725250654, 0, 15.35449274749346,[ 6. 19. -1.],[1.5104767084121704, 5.543027877807617, -4.733114719390869]
6, 25.330914698206115, 0, 14.669085301793883,[ 6. 19. -1.],[1.7312328815460205, 6.325343608856201, -5.274444580078125]
2, 25.95933891110125, 0, 14.040661088898752,[ 6. 19. -1.],[1.9583057165145874, 7.07190465927124, -6.045386791229248]
6, 26.432735020948975, 0, 13.567264979051023,[ 6. 19. -1.],[2.178391933441162, 7.846925258636475, -6.596747875213623]
1, 26.949354376907753, 0, 13.050645623092247,[ 6. 19. -1.],[2.39815616607666, 8.512889862060547, -7.35377836227417]
6, 27.220201193831436, 0, 12.779798806168564,[ 6. 19. -1.],[2.6231439113616943, 9.147025108337402, -7.922563076019287]
4, 27.493755527714455, 0, 12.506244472285546,[ 6. 19. -1.],[2.841230869293213, 9.658964157104492, -8.418702125549316]
1, 27.6602303803112, 0, 12.339769619688798,[ 6. 19. -1.],[3.060173749923706, 10.173096656799316, -9.17436408996582]
6, 27.615451995080008, 0, 12.384548004919994,[ 6. 19. -1.],[3.28324031829834, 10.649285316467285, -9.739980697631836]
5, 27.610388162300417, 0, 12.389611837699585,[ 6. 19. -1.],[3.5082273483276367, 11.07471752166748, -10.25777816772461]
1, 27.561129878008003, 0, 12.438870121991997,[ 6. 19. -1.],[3.7318856716156006, 11.609874725341797, -11.038971900939941]
8, 27.329591521595432, 0, 12.670408478404566,[ 6. 19. -1.],[3.956343173980713, 12.192320823669434, -11.618254661560059]
1, 27.222349157684658, 0, 12.777650842315342,[ 6. 19. -1.],[4.176156997680664, 12.871018409729004, -12.393942832946777]
1, 26.93429099086279, 0, 13.065709009137208,[ 6. 19. -1.],[4.393494606018066, 13.537303924560547, -13.468334197998047]
6, 26.293021278688645, 0, 13.706978721311355,[ 6. 19. -1.],[4.614900588989258, 14.167327880859375, -14.3610258102417]
1, 25.724488419273854, 0, 14.275511580726146,[ 6. 19. -1.],[4.830578327178955, 14.672527313232422, -15.435493469238281]
1, 24.88450997803895, 0, 15.11549002196105,[ 6. 19. -1.],[5.047110080718994, 15.182043075561523, -16.82210350036621]
1, 23.69589764962708, 0, 16.30410235037292,[ 6. 19. -1.],[5.261206150054932, 15.684776306152344, -18.496381759643555]
2, 22.176984004603675, 0, 17.823015995396325,[ 6. 19. -1.],[5.478310585021973, 16.246192932128906, -20.50593376159668]
6, 20.293730309250456, 0, 19.706269690749544,[ 6. 19. -1.],[5.697314262390137, 16.86254119873047, -22.34246063232422]
8, 18.548636998428606, 0, 21.451363001571394,[ 6. 19. -1.],[5.918190002441406, 17.433338165283203, -23.892623901367188]
1, 17.053685453443574, 0, 22.946314546556426,[ 6. 19. -1.],[6.1334123611450195, 18.09660530090332, -25.60639190673828]
1, 15.376668716267137, 0, 24.623331283732863,[ 6. 19. -1.],[6.347266674041748, 18.751754760742188, -27.61326026916504]
6, 13.383316472632572, 0, 26.616683527367428,[ 6. 19. -1.],[6.565148830413818, 19.371244430541992, -29.461963653564453]
6, 11.53000543300806, 0, 28.46999456699194,[ 6. 19. -1.],[6.769817352294922, 19.820388793945312, -30.92146110534668]
2, 10.057396719592006, 0, 29.942603280407994,[ 6. 19. -1.],[6.983935356140137, 20.235071182250977, -32.648380279541016]
6, 8.312249938994878, 0, 31.687750061005122,[ 6. 19. -1.],[7.195672512054443, 20.695043563842773, -34.16576385498047]
2, 6.76943127896039, 0, 33.23056872103961,[ 6. 19. -1.],[7.408214569091797, 21.1023006439209, -35.89751052856445]
6, 5.010873441005998, 0, 34.989126558994,[ 6. 19. -1.],[7.619466304779053, 21.557777404785156, -37.43171691894531]
1, 3.4427176334603544, 0, 36.557282366539646,[ 6. 19. -1.],[7.8347392082214355, 21.914979934692383, -39.202266693115234]
1, 1.6427769973666386, 0, 38.35722300263336,[ 6. 19. -1.],[8.045510292053223, 22.267717361450195, -41.234920501708984]
1, -0.4191899583361334, 0, 40.41918995833613,[ 6. 19. -1.],[8.254984855651855, 22.61763572692871, -43.55284881591797]
############# EPISODIO 2#################
Punto Encontrado numero: 0
1, 20.18796620500179, 0, 19.81203379499821,[-12.  15.  -7.],[-0.791016161441803, 0.9950554370880127, -2.673638343811035]
2, 21.547433888929188, 0, 18.452566111070812,[-12.  15.  -7.],[-1.2375800609588623, 1.6142103672027588, -3.3636341094970703]
1, 22.44345694826611, 20.121944427490234, 17.55654305173389,[-12.  15.  -7.],[-1.6830334663391113, 2.338374376296997, -4.371678829193115]
2, 23.457187842800035, 141654.875, 16.542812157199965,[-12.  15.  -7.],[-3.1821138858795166, 4.771955966949463, -8.176745414733887]
1, 26.44445758980052, 39179.5546875, 13.55554241019948,[-12.  15.  -7.],[-4.567660331726074, 7.698159217834473, -12.675228118896484]
5, 28.135567187842177, 20.192564010620117, 11.864432812157823,[-12.  15.  -7.],[-5.932682037353516, 10.752177238464355, -17.82300567626953]
8, 26.885359427653555, 20.30371856689453, 13.114640572346445,[-12.  15.  -7.],[-7.284027576446533, 14.501669883728027, -22.699073791503906]
5, 23.600315651952773, 20.85042953491211, 16.399684348047227,[-12.  15.  -7.],[-8.623966217041016, 19.06151008605957, -26.883146286010742]
